,concept_id,label_ko,label_en,class0,class1,class2,fs_date,amount,rcp_no,report_nm,rcept_dt,available_at,stock_code,corp_code,corp_name,class3,class4,comment
877,ifrs-full_CostOfSales,매출원가,Cost of sales,손익계산서 [abstract],매출원가,,20220401-20220630,4077129887585.0,20230814002560,반기보고서 (2023.06),20230814,20230814,018260,00126186,삼성에스디에스,,,
878,ifrs-full_GrossProfit,매출총이익,Gross profit,손익계산서 [abstract],매출총이익,,20220401-20220630,518048322707.0,20230814002560,반기보고서 (2023.06),20230814,20230814,018260,00126186,삼성에스디에스,,,
879,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,Selling general administrative expenses,손익계산서 [abstract],판매비와관리비,,20220401-20220630,248046988519.0,20230814002560,반기보고서 (2023.06),20230814,20230814,018260,00126186,삼성에스디에스,,,
880,dart_OperatingIncomeLoss,영업이익,Operating income(loss),손익계산서 [abstract],영업이익,,20220401-20220630,270001334188.0,20230814002560,반기보고서 (2023.06),20230814,20230814,018260,00126186,삼성에스디에스,,,
881,ifrs-full_CostOfSales,매출원가,Cost of sales,손익계산서 [abstract],매출원가,,20220101-20220630,7777628364757.0,20230814002560,반기보고서 (2023.06),20230814,20230814,018260,00126186,삼성에스디에스,,,
882,ifrs-full_GrossProfit,매출총이익,Gross profit,손익계산서 [abstract],매출총이익,,20220101-20220630,1009047957592.0,20230814002560,반기보고서 (2023.06),20230814,20230814,018260,00126186,삼성에스디에스,,,
883,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,Selling general administrative expenses,손익계산서 [abstract],판매비와관리비,,20220101-20220630,465523464416.0,20230814002560,반기보고서 (2023.06),20230814,20230814,018260,00126186,삼성에스디에스,,,
884,dart_OperatingIncomeLoss,영업이익,Operating income(loss),손익계산서 [abstract],영업이익,,20220101-20220630,543524493176.0,20230814002560,반기보고서 (2023.06),20230814,20230814,018260,00126186,삼성에스디에스,,,
885,ifrs-full_CostOfSales,매출원가,Cost of sales,손익계산서 [abstract],매출원가,,20230101-20230331,2960907179293.0,20230515001868,분기보고서 (2023.03),20230515,20230515,018260,00126186,삼성에스디에스,,,
886,ifrs-full_GrossProfit,매출총이익,Gross profit,손익계산서 [abstract],매출총이익,,20230101-20230331,440015339440.0,20230515001868,분기보고서 (2023.03),20230515,20230515,018260,00126186,삼성에스디에스,,,
887,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,Selling general administrative expenses,손익계산서 [abstract],판매비와관리비,,20230101-20230331,245720727216.0,20230515001868,분기보고서 (2023.03),20230515,20230515,018260,00126186,삼성에스디에스,,,
888,dart_OperatingIncomeLoss,영업이익,Operating income(loss),손익계산서 [abstract],영업이익,,20230101-20230331,194294612224.0,20230515001868,분기보고서 (2023.03),20230515,20230515,018260,00126186,삼성에스디에스,,,
889,ifrs-full_CostOfSales,매출원가,Cost of sales,손익계산서 [abstract],매출원가,,20220101-20220331,3700498477172.0,20230515001868,분기보고서 (2023.03),20230515,20230515,018260,00126186,삼성에스디에스,,,
890,ifrs-full_GrossProfit,매출총이익,Gross profit,손익계산서 [abstract],매출총이익,,20220101-20220331,490999634885.0,20230515001868,분기보고서 (2023.03),20230515,20230515,018260,00126186,삼성에스디에스,,,
891,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,Selling general administrative expenses,손익계산서 [abstract],판매비와관리비,,20220101-20220331,217476475897.0,20230515001868,분기보고서 (2023.03),20230515,20230515,018260,00126186,삼성에스디에스,,,
892,dart_OperatingIncomeLoss,영업이익,Operating income(loss),손익계산서 [abstract],영업이익,,20220101-20220331,273523158988.0,20230515001868,분기보고서 (2023.03),20230515,20230515,018260,00126186,삼성에스디에스,,,
893,ifrs-full_CostOfSales,매출원가,Cost of sales,손익계산서 [abstract],매출원가,,20220101-20221231,15334193757477.0,20230307000606,사업보고서 (2022.12),20230307,20230307,018260,00126186,삼성에스디에스,,,
894,ifrs-full_GrossProfit,매출총이익,Gross profit,손익계산서 [abstract],매출총이익,,20220101-20221231,1900555780185.0,20230307000606,사업보고서 (2022.12),20230307,20230307,018260,00126186,삼성에스디에스,,,
895,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,Selling general administrative expenses,손익계산서 [abstract],판매비와관리비,,20220101-20221231,984481756871.0,20230307000606,사업보고서 (2022.12),20230307,20230307,018260,00126186,삼성에스디에스,,,
896,dart_OperatingIncomeLoss,영업이익,Operating income(loss),손익계산서 [abstract],영업이익,,20220101-20221231,916074023314.0,20230307000606,사업보고서 (2022.12),20230307,20230307,018260,00126186,삼성에스디에스,,,
897,ifrs-full_ProfitLoss,당기순이익(손실),Profit (loss),손익계산서 [abstract],당기순이익(손실),,20220101-20221231,1130012585621.0,20230307000606,사업보고서 (2022.12),20230307,20230307,018260,00126186,삼성에스디에스,,,
898,ifrs-full_CostOfSales,매출원가,Cost of sales,손익계산서 [abstract],매출원가,,20210101-20211231,11946838969703.0,20230307000606,사업보고서 (2022.12),20230307,20230307,018260,00126186,삼성에스디에스,,,
899,ifrs-full_GrossProfit,매출총이익,Gross profit,손익계산서 [abstract],매출총이익,,20210101-20211231,1683163469221.0,20230307000606,사업보고서 (2022.12),20230307,20230307,018260,00126186,삼성에스디에스,,,
900,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,Selling general administrative expenses,손익계산서 [abstract],판매비와관리비,,20210101-20211231,875065697614.0,20230307000606,사업보고서 (2022.12),20230307,20230307,018260,00126186,삼성에스디에스,,,
901,dart_OperatingIncomeLoss,영업이익,Operating income(loss),손익계산서 [abstract],영업이익,,20210101-20211231,808097771607.0,20230307000606,사업보고서 (2022.12),20230307,20230307,018260,00126186,삼성에스디에스,,,
902,ifrs-full_ProfitLoss,당기순이익(손실),Profit (loss),손익계산서 [abstract],당기순이익(손실),,20210101-20211231,633381433112.0,20230307000606,사업보고서 (2022.12),20230307,20230307,018260,00126186,삼성에스디에스,,,
903,ifrs-full_CostOfSales,매출원가,Cost of sales,손익계산서 [abstract],매출원가,,20200101-20201231,9327683136712.0,20230307000606,사업보고서 (2022.12),20230307,20230307,018260,00126186,삼성에스디에스,,,
904,ifrs-full_GrossProfit,매출총이익,Gross profit,손익계산서 [abstract],매출총이익,,20200101-20201231,1689748388805.0,20230307000606,사업보고서 (2022.12),20230307,20230307,018260,00126186,삼성에스디에스,,,
905,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,Selling general administrative expenses,손익계산서 [abstract],판매비와관리비,,20200101-20201231,818130312595.0,20230307000606,사업보고서 (2022.12),20230307,20230307,018260,00126186,삼성에스디에스,,,
906,dart_OperatingIncomeLoss,영업이익,Operating income(loss),손익계산서 [abstract],영업이익,,20200101-20201231,871618076210.0,20230307000606,사업보고서 (2022.12),20230307,20230307,018260,00126186,삼성에스디에스,,,
907,ifrs-full_ProfitLoss,당기순이익(손실),Profit (loss),손익계산서 [abstract],당기순이익(손실),,20200101-20201231,452908951325.0,20230307000606,사업보고서 (2022.12),20230307,20230307,018260,00126186,삼성에스디에스,,,
908,ifrs-full_CostOfSales,매출원가,Cost of sales,손익계산서 [abstract],매출원가,,20220701-20220930,3750910631468.0,20221114001406,분기보고서 (2022.09),20221114,20221114,018260,00126186,삼성에스디에스,,,
909,ifrs-full_GrossProfit,매출총이익,Gross profit,손익계산서 [abstract],매출총이익,,20220701-20220930,447166701520.0,20221114001406,분기보고서 (2022.09),20221114,20221114,018260,00126186,삼성에스디에스,,,
910,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,Selling general administrative expenses,손익계산서 [abstract],판매비와관리비,,20220701-20220930,262151718379.0,20221114001406,분기보고서 (2022.09),20221114,20221114,018260,00126186,삼성에스디에스,,,
911,dart_OperatingIncomeLoss,영업이익,Operating income(loss),손익계산서 [abstract],영업이익,,20220701-20220930,185014983141.0,20221114001406,분기보고서 (2022.09),20221114,20221114,018260,00126186,삼성에스디에스,,,
912,ifrs-full_CostOfSales,매출원가,Cost of sales,손익계산서 [abstract],매출원가,,20220101-20220930,11528538996225.0,20221114001406,분기보고서 (2022.09),20221114,20221114,018260,00126186,삼성에스디에스,,,
913,ifrs-full_GrossProfit,매출총이익,Gross profit,손익계산서 [abstract],매출총이익,,20220101-20220930,1456214659112.0,20221114001406,분기보고서 (2022.09),20221114,20221114,018260,00126186,삼성에스디에스,,,
914,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,Selling general administrative expenses,손익계산서 [abstract],판매비와관리비,,20220101-20220930,727675182795.0,20221114001406,분기보고서 (2022.09),20221114,20221114,018260,00126186,삼성에스디에스,,,
915,dart_OperatingIncomeLoss,영업이익,Operating income(loss),손익계산서 [abstract],영업이익,,20220101-20220930,728539476317.0,20221114001406,분기보고서 (2022.09),20221114,20221114,018260,00126186,삼성에스디에스,,,
916,ifrs-full_CostOfSales,매출원가,Cost of sales,손익계산서 [abstract],매출원가,,20210701-20210930,2949948897242.0,20221114001406,분기보고서 (2022.09),20221114,20221114,018260,00126186,삼성에스디에스,,,
917,ifrs-full_GrossProfit,매출총이익,Gross profit,손익계산서 [abstract],매출총이익,,20210701-20210930,431310245723.0,20221114001406,분기보고서 (2022.09),20221114,20221114,018260,00126186,삼성에스디에스,,,
918,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,Selling general administrative expenses,손익계산서 [abstract],판매비와관리비,,20210701-20210930,209307607417.0,20221114001406,분기보고서 (2022.09),20221114,20221114,018260,00126186,삼성에스디에스,,,
919,dart_OperatingIncomeLoss,영업이익,Operating income(loss),손익계산서 [abstract],영업이익,,20210701-20210930,222002638306.0,20221114001406,분기보고서 (2022.09),20221114,20221114,018260,00126186,삼성에스디에스,,,
920,ifrs-full_CostOfSales,매출원가,Cost of sales,손익계산서 [abstract],매출원가,,20210101-20210930,8392573207886.0,20221114001406,분기보고서 (2022.09),20221114,20221114,018260,00126186,삼성에스디에스,,,
921,ifrs-full_GrossProfit,매출총이익,Gross profit,손익계산서 [abstract],매출총이익,,20210101-20210930,1300870257222.0,20221114001406,분기보고서 (2022.09),20221114,20221114,018260,00126186,삼성에스디에스,,,
922,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,Selling general administrative expenses,손익계산서 [abstract],판매비와관리비,,20210101-20210930,637024951419.0,20221114001406,분기보고서 (2022.09),20221114,20221114,018260,00126186,삼성에스디에스,,,
923,dart_OperatingIncomeLoss,영업이익,Operating income(loss),손익계산서 [abstract],영업이익,,20210101-20210930,663845305803.0,20221114001406,분기보고서 (2022.09),20221114,20221114,018260,00126186,삼성에스디에스,,,
924,ifrs-full_CostOfSales,매출원가,Cost of sales,손익계산서 [abstract],매출원가,,20220401-20220630,4077129887585.0,20220816001588,반기보고서 (2022.06),20220816,20220816,018260,00126186,삼성에스디에스,,,
925,ifrs-full_GrossProfit,매출총이익,Gross profit,손익계산서 [abstract],매출총이익,,20220401-20220630,518048322707.0,20220816001588,반기보고서 (2022.06),20220816,20220816,018260,00126186,삼성에스디에스,,,
926,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,Selling general administrative expenses,손익계산서 [abstract],판매비와관리비,,20220401-20220630,248046988519.0,20220816001588,반기보고서 (2022.06),20220816,20220816,018260,00126186,삼성에스디에스,,,
927,dart_OperatingIncomeLoss,영업이익,Operating income(loss),손익계산서 [abstract],영업이익,,20220401-20220630,270001334188.0,20220816001588,반기보고서 (2022.06),20220816,20220816,018260,00126186,삼성에스디에스,,,
928,ifrs-full_CostOfSales,매출원가,Cost of sales,손익계산서 [abstract],매출원가,,20220101-20220630,7777628364757.0,20220816001588,반기보고서 (2022.06),20220816,20220816,018260,00126186,삼성에스디에스,,,
929,ifrs-full_GrossProfit,매출총이익,Gross profit,손익계산서 [abstract],매출총이익,,20220101-20220630,1009047957592.0,20220816001588,반기보고서 (2022.06),20220816,20220816,018260,00126186,삼성에스디에스,,,
930,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,Selling general administrative expenses,손익계산서 [abstract],판매비와관리비,,20220101-20220630,465523464416.0,20220816001588,반기보고서 (2022.06),20220816,20220816,018260,00126186,삼성에스디에스,,,
931,dart_OperatingIncomeLoss,영업이익,Operating income(loss),손익계산서 [abstract],영업이익,,20220101-20220630,543524493176.0,20220816001588,반기보고서 (2022.06),20220816,20220816,018260,00126186,삼성에스디에스,,,
932,ifrs-full_CostOfSales,매출원가,Cost of sales,손익계산서 [abstract],매출원가,,20210401-20210630,2810210482452.0,20220816001588,반기보고서 (2022.06),20220816,20220816,018260,00126186,삼성에스디에스,,,
933,ifrs-full_GrossProfit,매출총이익,Gross profit,손익계산서 [abstract],매출총이익,,20210401-20210630,440665455917.0,20220816001588,반기보고서 (2022.06),20220816,20220816,018260,00126186,삼성에스디에스,,,
934,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,Selling general administrative expenses,손익계산서 [abstract],판매비와관리비,,20210401-20210630,215916170049.0,20220816001588,반기보고서 (2022.06),20220816,20220816,018260,00126186,삼성에스디에스,,,
935,dart_OperatingIncomeLoss,영업이익,Operating income(loss),손익계산서 [abstract],영업이익,,20210401-20210630,224749285868.0,20220816001588,반기보고서 (2022.06),20220816,20220816,018260,00126186,삼성에스디에스,,,
936,ifrs-full_CostOfSales,매출원가,Cost of sales,손익계산서 [abstract],매출원가,,20210101-20210630,5442624310644.0,20220816001588,반기보고서 (2022.06),20220816,20220816,018260,00126186,삼성에스디에스,,,
937,ifrs-full_GrossProfit,매출총이익,Gross profit,손익계산서 [abstract],매출총이익,,20210101-20210630,869560011499.0,20220816001588,반기보고서 (2022.06),20220816,20220816,018260,00126186,삼성에스디에스,,,
938,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,Selling general administrative expenses,손익계산서 [abstract],판매비와관리비,,20210101-20210630,427717344002.0,20220816001588,반기보고서 (2022.06),20220816,20220816,018260,00126186,삼성에스디에스,,,
939,dart_OperatingIncomeLoss,영업이익,Operating income(loss),손익계산서 [abstract],영업이익,,20210101-20210630,441842667497.0,20220816001588,반기보고서 (2022.06),20220816,20220816,018260,00126186,삼성에스디에스,,,
940,ifrs-full_CostOfSales,매출원가,Cost of sales,손익계산서 [abstract],매출원가,,20220101-20220331,3700498477172.0,20220516001830,분기보고서 (2022.03),20220516,20220516,018260,00126186,삼성에스디에스,,,
941,ifrs-full_GrossProfit,매출총이익,Gross profit,손익계산서 [abstract],매출총이익,,20220101-20220331,490999634885.0,20220516001830,분기보고서 (2022.03),20220516,20220516,018260,00126186,삼성에스디에스,,,
942,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,Selling general administrative expenses,손익계산서 [abstract],판매비와관리비,,20220101-20220331,217476475897.0,20220516001830,분기보고서 (2022.03),20220516,20220516,018260,00126186,삼성에스디에스,,,
943,dart_OperatingIncomeLoss,영업이익,Operating income(loss),손익계산서 [abstract],영업이익,,20220101-20220331,273523158988.0,20220516001830,분기보고서 (2022.03),20220516,20220516,018260,00126186,삼성에스디에스,,,
944,ifrs-full_CostOfSales,매출원가,Cost of sales,손익계산서 [abstract],매출원가,,20210101-20210331,2632413828192.0,20220516001830,분기보고서 (2022.03),20220516,20220516,018260,00126186,삼성에스디에스,,,
945,ifrs-full_GrossProfit,매출총이익,Gross profit,손익계산서 [abstract],매출총이익,,20210101-20210331,428894555582.0,20220516001830,분기보고서 (2022.03),20220516,20220516,018260,00126186,삼성에스디에스,,,
946,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,Selling general administrative expenses,손익계산서 [abstract],판매비와관리비,,20210101-20210331,211801173953.0,20220516001830,분기보고서 (2022.03),20220516,20220516,018260,00126186,삼성에스디에스,,,
947,dart_OperatingIncomeLoss,영업이익,Operating income(loss),손익계산서 [abstract],영업이익,,20210101-20210331,217093381629.0,20220516001830,분기보고서 (2022.03),20220516,20220516,018260,00126186,삼성에스디에스,,,
948,ifrs-full_CostOfSales,매출원가,Cost of sales,당기손익 [개요],매출원가,,20230701-20230930,3445958603326.0,20231114002953,분기보고서 (2023.09),20231114,20231114,034020,00159616,두산에너빌리티,,,
949,ifrs-full_GrossProfit,매출총이익,Gross profit,당기손익 [개요],매출총이익,,20230701-20230930,709021225512.0,20231114002953,분기보고서 (2023.09),20231114,20231114,034020,00159616,두산에너빌리티,,,
950,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,Selling general administrative expenses,당기손익 [개요],판매비와관리비,,20230701-20230930,397631825606.0,20231114002953,분기보고서 (2023.09),20231114,20231114,034020,00159616,두산에너빌리티,,,
951,ifrs-full_BasicEarningsLossPerShare,기본주당이익(손실),Basic earnings (loss) per share,당기손익 [개요],지배기업 소유주지분 주당손익,기본주당이익(손실),20230701-20230930,34.0,20231114002953,분기보고서 (2023.09),20231114,20231114,034020,00159616,두산에너빌리티,,,
952,ifrs-full_CostOfSales,매출원가,Cost of sales,당기손익 [개요],매출원가,,20230101-20230930,10494739937469.0,20231114002953,분기보고서 (2023.09),20231114,20231114,034020,00159616,두산에너빌리티,,,
953,ifrs-full_GrossProfit,매출총이익,Gross profit,당기손익 [개요],매출총이익,,20230101-20230930,2240643422968.0,20231114002953,분기보고서 (2023.09),20231114,20231114,034020,00159616,두산에너빌리티,,,
954,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,Selling general administrative expenses,당기손익 [개요],판매비와관리비,,20230101-20230930,1070029225767.0,20231114002953,분기보고서 (2023.09),20231114,20231114,034020,00159616,두산에너빌리티,,,
955,ifrs-full_BasicEarningsLossPerShare,기본주당이익(손실),Basic earnings (loss) per share,당기손익 [개요],지배기업 소유주지분 주당손익,기본주당이익(손실),20230101-20230930,311.0,20231114002953,분기보고서 (2023.09),20231114,20231114,034020,00159616,두산에너빌리티,,,
956,ifrs-full_CostOfSales,매출원가,Cost of sales,당기손익 [개요],매출원가,,20220701-20220930,3289452877144.0,20231114002953,분기보고서 (2023.09),20231114,20231114,034020,00159616,두산에너빌리티,,,
957,ifrs-full_GrossProfit,매출총이익,Gross profit,당기손익 [개요],매출총이익,,20220701-20220930,670871245085.0,20231114002953,분기보고서 (2023.09),20231114,20231114,034020,00159616,두산에너빌리티,,,
958,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,Selling general administrative expenses,당기손익 [개요],판매비와관리비,,20220701-20220930,356302146185.0,20231114002953,분기보고서 (2023.09),20231114,20231114,034020,00159616,두산에너빌리티,,,
959,ifrs-full_BasicEarningsLossPerShare,기본주당이익(손실),Basic earnings (loss) per share,당기손익 [개요],지배기업 소유주지분 주당손익,기본주당이익(손실),20220701-20220930,135.0,20231114002953,분기보고서 (2023.09),20231114,20231114,034020,00159616,두산에너빌리티,,,
960,ifrs-full_CostOfSales,매출원가,Cost of sales,당기손익 [개요],매출원가,,20220101-20220930,8949497607325.0,20231114002953,분기보고서 (2023.09),20231114,20231114,034020,00159616,두산에너빌리티,,,
961,ifrs-full_GrossProfit,매출총이익,Gross profit,당기손익 [개요],매출총이익,,20220101-20220930,1849792123541.0,20231114002953,분기보고서 (2023.09),20231114,20231114,034020,00159616,두산에너빌리티,,,
962,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,Selling general administrative expenses,당기손익 [개요],판매비와관리비,,20220101-20220930,1015378469800.0,20231114002953,분기보고서 (2023.09),20231114,20231114,034020,00159616,두산에너빌리티,,,
963,ifrs-full_BasicEarningsLossPerShare,기본주당이익(손실),Basic earnings (loss) per share,당기손익 [개요],지배기업 소유주지분 주당손익,기본주당이익(손실),20220101-20220930,-239.0,20231114002953,분기보고서 (2023.09),20231114,20231114,034020,00159616,두산에너빌리티,,,
964,ifrs-full_CostOfSales,매출원가,Cost of sales,손익계산서 [abstract],매출원가,,20230401-20230630,3723833180883.0,20230811002617,반기보고서 (2023.06),20230811,20230811,034020,00159616,두산에너빌리티,,,
965,ifrs-full_GrossProfit,매출총이익,Gross profit,손익계산서 [abstract],매출총이익,,20230401-20230630,815528580564.0,20230811002617,반기보고서 (2023.06),20230811,20230811,034020,00159616,두산에너빌리티,,,
966,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,Selling general administrative expenses,손익계산서 [abstract],판매비와관리비,,20230401-20230630,320878270584.0,20230811002617,반기보고서 (2023.06),20230811,20230811,034020,00159616,두산에너빌리티,,,
967,dart_OperatingIncomeLoss,영업이익,Operating income(loss),손익계산서 [abstract],영업이익,,20230401-20230630,494650309980.0,20230811002617,반기보고서 (2023.06),20230811,20230811,034020,00159616,두산에너빌리티,,,
968,ifrs-full_BasicEarningsLossPerShare,기본주당이익(손실),Basic earnings (loss) per share,손익계산서 [abstract],지배기업 소유주지분 주당손익,기본주당이익(손실),20230401-20230630,168.0,20230811002617,반기보고서 (2023.06),20230811,20230811,034020,00159616,두산에너빌리티,,,
969,ifrs-full_CostOfSales,매출원가,Cost of sales,손익계산서 [abstract],매출원가,,20230101-20230630,7048781334143.0,20230811002617,반기보고서 (2023.06),20230811,20230811,034020,00159616,두산에너빌리티,,,
970,ifrs-full_GrossProfit,매출총이익,Gross profit,손익계산서 [abstract],매출총이익,,20230101-20230630,1531622197456.0,20230811002617,반기보고서 (2023.06),20230811,20230811,034020,00159616,두산에너빌리티,,,
971,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,Selling general administrative expenses,손익계산서 [abstract],판매비와관리비,,20230101-20230630,672397400161.0,20230811002617,반기보고서 (2023.06),20230811,20230811,034020,00159616,두산에너빌리티,,,
972,dart_OperatingIncomeLoss,영업이익,Operating income(loss),손익계산서 [abstract],영업이익,,20230101-20230630,859224797295.0,20230811002617,반기보고서 (2023.06),20230811,20230811,034020,00159616,두산에너빌리티,,,
973,ifrs-full_BasicEarningsLossPerShare,기본주당이익(손실),Basic earnings (loss) per share,손익계산서 [abstract],지배기업 소유주지분 주당손익,기본주당이익(손실),20230101-20230630,277.0,20230811002617,반기보고서 (2023.06),20230811,20230811,034020,00159616,두산에너빌리티,,,
974,ifrs-full_CostOfSales,매출원가,Cost of sales,손익계산서 [abstract],매출원가,,20220401-20220630,3179126681130.0,20230811002617,반기보고서 (2023.06),20230811,20230811,034020,00159616,두산에너빌리티,,,
975,ifrs-full_GrossProfit,매출총이익,Gross profit,손익계산서 [abstract],매출총이익,,20220401-20220630,665974428956.0,20230811002617,반기보고서 (2023.06),20230811,20230811,034020,00159616,두산에너빌리티,,,
976,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,Selling general administrative expenses,손익계산서 [abstract],판매비와관리비,,20220401-20220630,337283038379.0,20230811002617,반기보고서 (2023.06),20230811,20230811,034020,00159616,두산에너빌리티,,,
977,dart_OperatingIncomeLoss,영업이익,Operating income(loss),손익계산서 [abstract],영업이익,,20220401-20220630,328691390577.0,20230811002617,반기보고서 (2023.06),20230811,20230811,034020,00159616,두산에너빌리티,,,
978,ifrs-full_BasicEarningsLossPerShare,기본주당이익(손실),Basic earnings (loss) per share,손익계산서 [abstract],지배기업 소유주지분 주당손익,기본주당이익(손실),20220401-20220630,-306.0,20230811002617,반기보고서 (2023.06),20230811,20230811,034020,00159616,두산에너빌리티,,,
979,ifrs-full_CostOfSales,매출원가,Cost of sales,손익계산서 [abstract],매출원가,,20220101-20220630,5660044730181.0,20230811002617,반기보고서 (2023.06),20230811,20230811,034020,00159616,두산에너빌리티,,,
980,ifrs-full_GrossProfit,매출총이익,Gross profit,손익계산서 [abstract],매출총이익,,20220101-20220630,1178920878456.0,20230811002617,반기보고서 (2023.06),20230811,20230811,034020,00159616,두산에너빌리티,,,
981,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,Selling general administrative expenses,손익계산서 [abstract],판매비와관리비,,20220101-20220630,659076323615.0,20230811002617,반기보고서 (2023.06),20230811,20230811,034020,00159616,두산에너빌리티,,,
982,dart_OperatingIncomeLoss,영업이익,Operating income(loss),손익계산서 [abstract],영업이익,,20220101-20220630,519844554841.0,20230811002617,반기보고서 (2023.06),20230811,20230811,034020,00159616,두산에너빌리티,,,
983,ifrs-full_BasicEarningsLossPerShare,기본주당이익(손실),Basic earnings (loss) per share,손익계산서 [abstract],지배기업 소유주지분 주당손익,기본주당이익(손실),20220101-20220630,-388.0,20230811002617,반기보고서 (2023.06),20230811,20230811,034020,00159616,두산에너빌리티,,,
984,ifrs-full_CostOfSales,매출원가,Cost of sales,손익계산서 [abstract],매출원가,,20230101-20230331,3324948153260.0,20230515002122,분기보고서 (2023.03),20230515,20230515,034020,00159616,두산에너빌리티,,,
985,ifrs-full_GrossProfit,매출총이익,Gross profit,손익계산서 [abstract],매출총이익,,20230101-20230331,716093616892.0,20230515002122,분기보고서 (2023.03),20230515,20230515,034020,00159616,두산에너빌리티,,,
986,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,Selling general administrative expenses,손익계산서 [abstract],판매비와관리비,,20230101-20230331,351519129577.0,20230515002122,분기보고서 (2023.03),20230515,20230515,034020,00159616,두산에너빌리티,,,
987,dart_OperatingIncomeLoss,영업이익,Operating income(loss),손익계산서 [abstract],영업이익,,20230101-20230331,364574487315.0,20230515002122,분기보고서 (2023.03),20230515,20230515,034020,00159616,두산에너빌리티,,,
988,ifrs-full_BasicEarningsLossPerShare,기본주당이익(손실),Basic earnings (loss) per share,손익계산서 [abstract],지배기업 소유주지분 주당손익,기본주당이익(손실),20230101-20230331,109.0,20230515002122,분기보고서 (2023.03),20230515,20230515,034020,00159616,두산에너빌리티,,,
989,ifrs-full_CostOfSales,매출원가,Cost of sales,손익계산서 [abstract],매출원가,,20220101-20220331,2480918049051.0,20230515002122,분기보고서 (2023.03),20230515,20230515,034020,00159616,두산에너빌리티,,,
990,ifrs-full_GrossProfit,매출총이익,Gross profit,손익계산서 [abstract],매출총이익,,20220101-20220331,512946449500.0,20230515002122,분기보고서 (2023.03),20230515,20230515,034020,00159616,두산에너빌리티,,,
991,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,Selling general administrative expenses,손익계산서 [abstract],판매비와관리비,,20220101-20220331,321793285236.0,20230515002122,분기보고서 (2023.03),20230515,20230515,034020,00159616,두산에너빌리티,,,
992,dart_OperatingIncomeLoss,영업이익,Operating income(loss),손익계산서 [abstract],영업이익,,20220101-20220331,191153164264.0,20230515002122,분기보고서 (2023.03),20230515,20230515,034020,00159616,두산에너빌리티,,,
993,ifrs-full_BasicEarningsLossPerShare,기본주당이익(손실),Basic earnings (loss) per share,손익계산서 [abstract],지배기업 소유주지분 주당손익,기본주당이익(손실),20220101-20220331,-68.0,20230515002122,분기보고서 (2023.03),20230515,20230515,034020,00159616,두산에너빌리티,,,
994,ifrs-full_CostOfSales,매출원가,Cost of sales,손익계산서 [abstract],매출원가,,20220101-20221231,12865180742482.0,20230321001573,사업보고서 (2022.12),20230321,20230321,034020,00159616,두산에너빌리티,,,
995,ifrs-full_GrossProfit,매출총이익,Gross profit,손익계산서 [abstract],매출총이익,,20220101-20221231,2555877339906.0,20230321001573,사업보고서 (2022.12),20230321,20230321,034020,00159616,두산에너빌리티,,,
996,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,Selling general administrative expenses,손익계산서 [abstract],판매비와관리비,,20220101-20221231,1449756471669.0,20230321001573,사업보고서 (2022.12),20230321,20230321,034020,00159616,두산에너빌리티,,,
997,ifrs-full_ProfitLoss,당기순이익(손실),Profit (loss),손익계산서 [abstract],당기순이익(손실),,20220101-20221231,-453149865549.0,20230321001573,사업보고서 (2022.12),20230321,20230321,034020,00159616,두산에너빌리티,,,
998,ifrs-full_BasicEarningsLossPerShare,기본주당이익(손실),Basic earnings (loss) per share,손익계산서 [abstract],지배기업 소유주지분 주당손익,기본주당이익(손실),20220101-20221231,-1249.0,20230321001573,사업보고서 (2022.12),20230321,20230321,034020,00159616,두산에너빌리티,,,
